name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Priestia megaterium	1404	species	154373900	2	1	0.0
Bacillus mycoides	1405	species	244506878	5	0	0.0
Paenibacillus polymyxa	1406	species	144956733	1	0	0.0
Bacillus subtilis	1423	species	687833382	2	2	0.0
Bacillus thuringiensis	1428	species	310632746	17	1	0.0
Clostridium cochlearium	1494	species	2435419	3	3	0.0
Clostridioides difficile	1496	species	442652010	1	0	0.0
Clostridium perfringens	1502	species	179300325	1	0	0.0
Acetivibrio thermocellus	1515	species	3602270	1	0	0.0
Clostridium beijerinckii	1520	species	43424194	2	2	0.0
Moorella thermoacetica	1525	species	13333026	3	0	0.0
Latilactobacillus sakei	1599	species	52712740	1	0	0.0
Arthrobacter	1663	genus	0	1	0	0.0
Corynebacterium renale	1724	species	4673218	1	0	0.0
Actinomycetia	1760	class	0	1	0	0.0
Streptomyces antibioticus	1890	species	8473575	1	1	0.0
Nocardiopsis	2013	genus	0	1	0	0.0
Thermoactinomyces vulgaris	2026	species	5233536	1	0	0.0
Tropheryma whipplei	2039	species	0	1	0	0.0
Sphaerobacter thermophilus	2057	species	0	1	0	0.0
Acholeplasma laidlawii	2148	species	3108581	1	0	0.0
unidentified bacterial endosymbiont	2355	species	6424793	1	1	0.0
Cardiobacterium hominis	2718	species	2670755	3	0	0.0
Acidovorax	12916	genus	0	4	0	0.0
Azoarcus	12960	genus	0	2	0	0.0
Burkholderia mallei	13373	species	137093731	1	1	0.0
Sphingomonas	13687	genus	0	2	1	0.0
Rhodoferax	28065	genus	0	1	0	0.0
Legionella anisa	28082	species	4448073	4	0	0.0
Burkholderia gladioli	28095	species	50171757	10	4	0.0
Ralstonia syzygii	28097	species	5694719	11	0	0.0
Alteromonas macleodii	28108	species	48135491	1	0	0.0
Acetohalobium	28186	genus	0	2	0	0.0
Alphaproteobacteria	28211	class	0	2	0	0.0
Burkholderia pseudomallei	28450	species	664451092	38	13	0.0
Salmonella enterica	28901	species	742034846	1	0	0.0
Staphylococcus saprophyticus	29385	species	36975866	1	0	0.0
Gemella morbillorum	29391	species	5301314	2	0	0.0
Dolosigranulum pigrum	29394	species	29118378	1	0	0.0
Lactobacillus delbrueckii subsp. lactis	29397	subspecies	10792225	2	2	0.0
Brucella melitensis	29459	species	194975907	1	1	0.0
Veillonella	29465	genus	0	1	0	0.0
Yersinia ruckeri	29486	species	61173115	1	0	0.0
Aeromonas salmonicida subsp. salmonicida	29491	subspecies	24373553	2	0	0.0
Pelobacter propionicus	29543	species	0	1	0	0.0
Taylorella equigenitalis	29575	species	8382662	1	0	0.0
Janthinobacterium lividum	29581	species	13129780	1	1	0.0
Achromobacter denitrificans	32002	species	40456555	1	0	0.0
Burkholderia	32008	genus	0	9	0	0.0
Xanthomonadaceae	32033	family	0	5	0	0.0
Leptotrichia	32067	genus	0	1	0	0.0
Buchnera	32199	genus	0	3	0	0.0
Kingella	32257	genus	0	1	0	0.0
Anaerococcus vaginalis	33037	species	1893964	1	0	0.0
Thauera	33057	genus	0	2	0	0.0
Pseudomonas viridiflava	33069	species	24217505	2	0	0.0
Agromyces	33877	genus	0	1	0	0.0
Microbacterium	33882	genus	0	2	0	0.0
Lactobacillaceae	33958	family	0	1	0	0.0
Neorickettsia helminthoeca	33994	species	0	1	0	0.0
Paracoccus aminovorans	34004	species	4038130	1	0	0.0
Variovorax	34072	genus	0	1	0	0.0
Streptomyces mobaraensis	35621	species	15324961	2	1	0.0
Bordetella holmesii	35814	species	236542782	8	4	0.0
Thiobacillus denitrificans	36861	species	0	1	0	0.0
Polaromonas vacuolata	37448	species	3837686	23	0	0.0
Laceyella sacchari	37482	species	6758086	1	0	0.0
Arthrobacter crystallopoietes	37928	species	9414244	1	0	0.0
Corynebacterium minutissimum	38301	species	13509270	1	0	0.0
Acinetobacter johnsonii	40214	species	65632168	1	0	0.0
Methylophaga	40222	genus	0	5	0	0.0
Stenotrophomonas	40323	genus	0	3	0	0.0
Stenotrophomonas maltophilia	40324	species	332823054	2	0	0.0
Sutterella wadsworthensis	40545	species	3026517	6	0	0.0
Rhodospirillaceae	41295	family	0	1	0	0.0
Brachybacterium	43668	genus	0	1	0	0.0
Jonesia denitrificans	43674	species	8288091	1	0	0.0
Corynebacterium urealyticum	43771	species	7112685	1	0	0.0
Polynucleobacter	44013	genus	0	7	2	0.0
Microcystis viridis	44822	species	0	1	0	0.0
Hyphomicrobiaceae	45401	family	0	1	0	0.0
Hydrogenophaga pseudoflava	47421	species	4905973	1	1	0.0
Pseudomonas fulva	47880	species	21730041	7	0	0.0
Ralstonia	48736	genus	0	27	7	0.0
Flavobacteriaceae	49546	family	0	1	0	0.0
Dehalobacterium	51514	genus	0	2	0	0.0
Dehalobacterium formicoaceticum	51515	species	3766545	2	1	0.0
Staphylococcus delphini	53344	species	24418365	2	0	0.0
Pseudomonas citronellolis	53408	species	29205026	2	2	0.0
Halanaerobiales	53433	order	0	1	0	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	12272633	2	0	0.0
Aneurinibacillus	55079	genus	0	1	0	0.0
Nesterenkonia	57494	genus	0	1	0	0.0
Burkholderia thailandensis	57975	species	80987170	17	11	0.0
Burkholderia pyrrocinia	60550	species	39817906	4	1	0.0
Bacillus pseudomycoides	64104	species	17041730	1	0	0.0
Acetobacter pomorum	65959	species	6161139	2	0	0.0
Cupriavidus basilensis	68895	species	17364093	145	39	0.0
Desulfuromonadales	69541	order	0	1	0	0.0
Pseudomonas plecoglossicida	70775	species	17281823	2	0	0.0
Paraburkholderia caribensis	75105	species	44295672	2	1	0.0
Oxalobacteraceae	75682	family	0	3	0	0.0
Mannheimia haemolytica	75985	species	245524689	1	0	0.0
Aromatoleum bremense	76115	species	4376837	1	0	0.0
Aromatoleum petrolei	76116	species	5407396	1	0	0.0
Roseateles depolymerans	76731	species	5681722	30	1	0.0
Pseudomonas veronii	76761	species	21128048	1	1	0.0
Burkholderiales	80840	order	0	2	0	0.0
Herbaspirillum rubrisubalbicans	80842	species	5617593	2	0	0.0
Delftia	80865	genus	0	1	0	0.0
Rhizobiaceae	82115	family	0	1	0	0.0
Cupriavidus gilardii	82541	species	22971134	24	8	0.0
Cupriavidus pauculus	82633	species	19725309	29	3	0.0
Aminobacter aminovorans	83263	species	6890726	1	0	0.0
Pseudoclostridium thermosuccinogenes	84032	species	4731216	1	0	0.0
Eggerthella lenta	84112	species	31223759	1	0	0.0
Rubrobacterales	84996	order	0	1	0	0.0
Achromobacter xylosoxidans	85698	species	125358253	3	1	0.0
Burkholderia multivorans	87883	species	304791613	1	1	0.0
Neoehrlichia mikurensis	89586	species	2473006	1	0	0.0
Oligella ureolytica	90244	species	2832856	2	0	0.0
Oligella urethralis	90245	species	2511315	1	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium	90371	leaf	699553828	2	1	0.0
Bacilli	91061	class	0	1	0	0.0
Enterobacterales	91347	order	0	1	0	0.0
Thiomicrospira aerophila	92245	species	0	1	0	0.0
Herbaspirillum frisingense	92645	species	10949882	8	4	0.0
Paraburkholderia tropica	92647	species	8824362	2	0	0.0
Aquabacterium	92793	genus	0	1	0	0.0
Ketogulonicigenium vulgare	92945	species	9341520	2	0	0.0
Ketogulonicigenium robustum	92947	species	2713835	2	0	0.0
Pandoraea	93217	genus	0	8	6	0.0
Clostridium gasigenes	94869	species	4132257	1	1	0.0
Pseudomonas multiresinivorans	95301	species	6517592	10	0	0.0
Cupriavidus oxalaticus	96344	species	28658331	29	0	0.0
Halobacteriovorax marinus	97084	species	3393238	3	0	0.0
Burkholderia ubonensis	101571	species	37373673	2	0	0.0
Vibrio penaeicida	104609	species	33879537	3	0	0.0
Helicobacter suis	104628	species	8608677	4	0	0.0
Ralstonia mannitolilytica	105219	species	9915295	15	1	0.0
Cupriavidus	106589	genus	0	113	92	0.0
Cupriavidus necator	106590	species	24040036	33	16	0.0
Methylomonas sp. LW13	107637	species	5233523	1	0	0.0
Pediococcus inopinatus	114090	species	2312041	1	0	0.0
Candidatus Carsonella ruddii	114186	species	521938	1	1	0.0
Pasteurella multocida subsp. septica	115545	subspecies	4797955	1	1	0.0
Brucellaceae	118882	family	0	2	0	0.0
Burkholderiaceae	119060	family	0	11	0	0.0
Cupriavidus metallidurans	119219	species	39842087	25	5	0.0
Syntrophobacter fumaroxidans	119484	species	0	1	0	0.0
Microcoleus vaginatus	119532	species	0	1	0	0.0
Stenotrophomonas acidaminiphila	128780	species	15563030	1	0	0.0
Geobacillus subterraneus	129338	species	10984158	1	0	0.0
Xanthomonas translucens pv. translucens	134875	leaf	32715614	1	0	0.0
Bacillus subtilis subsp. subtilis	135461	subspecies	136871646	2	2	0.0
Idiomarina loihiensis	135577	species	5735125	1	0	0.0
Chromatiales	135613	order	0	1	0	0.0
Piscirickettsiaceae	135616	family	0	1	0	0.0
Pseudomonadaceae	135621	family	0	1	0	0.0
Weissella cibaria	137591	species	31928393	1	1	0.0
Thermomonas	141948	genus	0	4	0	0.0
Apilactobacillus kunkeei	148814	species	4754092	1	0	0.0
Massilia	149698	genus	0	1	0	0.0
Cupriavidus campinensis	151783	species	13044362	39	0	0.0
Alysiella crassa	153491	species	2909476	8	7	0.0
Pseudomonas parafulva	157782	species	14986882	2	0	0.0
Sphaerochaeta globosa str. Buddy	158189	strain	3316466	25	3	0.0
Sphaerochaeta pleomorpha str. Grapes	158190	strain	3590853	2	0	0.0
Acidiferrobacter thiooxydans	163359	species	3302271	1	0	0.0
Nocardiopsis exhalans	163604	species	7597621	1	0	0.0
Cupriavidus taiwanensis	164546	species	6782863	1	0	0.0
Anaerotruncus colihominis	169435	species	7072577	2	2	0.0
Sulfuriferula plumbiphila	171865	species	3452774	2	0	0.0
Gemmatimonas	173479	genus	0	1	0	0.0
Carboxydocella thermautotrophica	178899	species	2678168	3	2	0.0
Oscillatoria nigro-viridis PCC 7112	179408	strain	8272254	13	0	0.0
Delftia tsuruhatensis	180282	species	20033614	9	6	0.0
Deinococcaceae	183710	family	0	1	0	0.0
Bacillaceae	186817	family	0	2	0	0.0
Sneathia vaginalis	187101	species	1330224	1	0	0.0
Thalassolituus oleivorans	187493	species	3909699	1	0	0.0
Rossellomorea marisflavi	189381	species	13263277	1	0	0.0
Ralstonia insidiosa	190721	species	12164766	2161	105	0.0
Neisseria dentiae	194197	species	2755930	1	0	0.0
Flavobacteriales	200644	order	0	2	0	0.0
Collimonas	202907	genus	0	1	0	0.0
Planctomycetia	203683	class	0	1	0	0.0
Acidobacteriia	204432	class	0	1	0	0.0
Acidobacteriales	204433	order	0	1	0	0.0
Rhodospirillales	204441	order	0	1	0	0.0
Rhodobacterales	204455	order	0	1	0	0.0
Sphingomonadales	204457	order	0	1	0	0.0
Nitrosomonadaceae	206379	family	0	2	0	0.0
Rhodocyclales	206389	order	0	2	0	0.0
Kerstersia gyiorum	206506	species	3945801	5	3	0.0
Mycolicibacterium madagascariense	212765	species	5940375	1	1	0.0
Latilactobacillus sakei subsp. sakei	214326	subspecies	3972087	1	0	0.0
Histophilus	214906	genus	0	3	0	0.0
Oscillospiraceae	216572	family	0	2	0	0.0
Fibrobacterales	218872	order	0	1	0	0.0
Comamonas aquatica	225991	species	16094201	5	2	0.0
Comamonas kerstersii	225992	species	7246319	3	0	0.0
Nitrosomonas europaea ATCC 19718	228410	strain	2812094	2	2	0.0
Peribacillus asahii	228899	species	19536561	4	0	0.0
Chitinibacter	230666	genus	0	1	0	0.0
Furfurilactobacillus rossiae	231049	species	10939086	4	0	0.0
Klebsiella variicola	244366	species	319267187	1	1	0.0
Dichelobacter nodosus VCS1703A	246195	strain	1389350	1	0	0.0
Aquicella lusitana	254246	species	2624892	1	1	0.0
Acholeplasma hippikon	264636	species	1465667	1	0	0.0
Kingella potus	265175	species	2451432	1	1	0.0
Mycoplasma mobile 163K	267748	strain	777079	1	0	0.0
Bacillus cereus G9241	269801	strain	5720073	1	0	0.0
Anabaena cylindrica PCC 7122	272123	strain	7063285	3	0	0.0
Collimonas arenae	279058	species	15078336	11	3	0.0
Collimonas pratensis	279113	species	11315924	12	0	0.0
Flavonifractor plautii	292800	species	16772653	1	0	0.0
Martelella	293088	genus	0	1	0	0.0
Bacillus altitudinis	293387	species	113534211	2	1	0.0
Tepidimonas taiwanensis	307486	species	2915587	4	0	0.0
Denitratisoma oestradiolicum	311182	species	4293412	14	11	0.0
Trichlorobacter lovleyi	313985	species	0	1	0	0.0
Paucibacter	318147	genus	0	2	0	0.0
Gluconobacter albidus	318683	species	3369297	1	0	0.0
Pseudomonas moraviensis	321662	species	24011279	1	1	0.0
Azotobacter vinelandii DJ	322710	strain	5365318	1	0	0.0
Neisseria animaloris	326522	species	4622660	2	0	0.0
Neisseria zoodegmatis	326523	species	2552522	1	0	0.0
Burkholderia pseudomallei Pasteur 52237	331978	strain	7325318	2	2	0.0
Shewanella xiamenensis	332186	species	25430654	3	3	0.0
Burkholderia ambifaria AMMD	339670	strain	15057145	5	5	0.0
Burkholderia oklahomensis	342113	species	14633193	1	1	0.0
Sodalis glossinidius str. 'morsitans'	343509	strain	8604160	2	0	0.0
Halorhodospira halophila SL1	349124	strain	2678452	1	0	0.0
Mycoplasma sp. Ms02	353851	species	924269	1	0	0.0
Acidovorax sp. KKS102	358220	species	5196935	46	0	0.0
Comamonas thiooxydans	363952	species	38712984	6	3	0.0
Cupriavidus malaysiensis	367825	species	7949449	2	0	0.0
Aminobacter sp. MSH1	374606	species	12085255	1	0	0.0
Comamonas odontotermitis	379895	species	4832451	4	2	0.0
Pseudomonas protegens	380021	species	117929619	7	4	0.0
Cupriavidus necator H16	381666	strain	14831239	1	1	0.0
Cycloclasticus sp. P1	385025	species	2363215	1	0	0.0
Adlercreutzia equolifaciens subsp. celatus	394340	subspecies	2929991	1	0	0.0
Chromobacterium haemolyticum	394935	species	10538644	4	0	0.0
Thioalkalivibrio sulfidiphilus HL-EbGr7	396588	strain	3464554	5	0	0.0
Paludibacterium yongneupense	400061	species	4413527	2	0	0.0
Deefgea	400947	genus	0	1	0	0.0
Priestia aryabhattai	412384	species	21918959	1	0	0.0
Schlegelella brevitalea	413882	species	6476147	1	0	0.0
Rhodospirillum centenum SW	414684	strain	4355543	1	1	0.0
Paenisporosarcina antarctica	417367	species	3972524	1	0	0.0
Azoarcus olearius	418699	species	8827791	1	0	0.0
Paraburkholderia megapolitana	420953	species	7627590	2	0	0.0
Marinitoga piezophila KA3	443254	strain	2244793	1	0	0.0
Pandoraea thiooxydans	445709	species	8928371	2	0	0.0
Peribacillus frigoritolerans	450367	species	51185915	2	0	0.0
Opitutus terrae PB90-1	452637	strain	5957605	2	0	0.0
Cellvibrio sp. KY-YJ-3	454662	species	4489528	1	1	0.0
Candidatus Desulforudis audaxviator	471827	species	2212508	1	0	0.0
Dyadobacter fermentans DSM 18053	471854	strain	6967790	1	0	0.0
Nitrosococcus halophilus Nc 4	472759	strain	4145260	2	0	0.0
Xanthomonas citri pv. glycines	473421	leaf	37540410	2	2	0.0
Halomonas beimenensis	475662	species	4053030	1	0	0.0
Sphaerobacter thermophilus DSM 20745	479434	strain	3993764	1	0	0.0
Burkholderia lata	482957	species	25818125	22	7	0.0
Thermobifida halotolerans	483545	species	5506152	1	0	0.0
Xanthomonas translucens pv. undulosa	487909	leaf	51154638	1	0	0.0
Burkholderia contaminans	488447	species	86344667	50	11	0.0
Bacillus velezensis	492670	species	930239249	3	0	0.0
Haliangium ochraceum DSM 14365	502025	strain	9446314	2	0	0.0
Maridesulfovibrio salexigens DSM 2638	526222	strain	4289847	1	0	0.0
Erysipelotrichia	526524	class	0	1	0	0.0
Neisseria gonorrhoeae MS11	528354	strain	2237793	2	1	0.0
Holophagae	533205	class	0	1	0	0.0
Aromatoleum	551759	genus	0	2	0	0.0
Aromatoleum aromaticum	551760	species	4366359	1	0	0.0
Listeria monocytogenes HCC23	552536	strain	2976212	1	1	0.0
Halothiobacillus neapolitanus c2	555778	strain	2582886	2	0	0.0
Polynucleobacter difficilis	556054	species	1995529	1	0	0.0
Oxalobacter formigenes OXCC13	556269	strain	2433653	3	0	0.0
Bacillus safensis	561879	species	53155270	1	0	0.0
Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	strain	5714458	2	0	0.0
Bacillus thuringiensis serovar kurstaki str. YBT-1520	570416	strain	13100949	6	0	0.0
Sediminispirochaeta smaragdinae DSM 11293	573413	strain	4653970	1	0	0.0
Acetohalobium arabaticum DSM 5501	574087	strain	2469596	1	1	0.0
Polynucleobacter necessarius	576610	species	10627120	10	7	0.0
Methylovorus glucosetrophus SIP3-4	582744	strain	3082007	1	0	0.0
Pseudomonas chlororaphis	587753	species	116673426	3	2	0.0
Pseudomonas chlororaphis subsp. aureofaciens	587851	subspecies	69228008	2	0	0.0
Solirubrobacterales	588673	order	0	1	0	0.0
Alteromonas australica	589873	species	8766305	1	0	0.0
Acidaminococcus fermentans DSM 20731	591001	strain	4662957	4	0	0.0
Burkholderia glumae BGR1	626418	strain	7284636	1	1	0.0
Christensenella minuta	626937	species	2969292	1668	1666	0.0
Pseudomonas amygdali pv. lachrymans str. M301315	629260	strain	7149865	1	0	0.0
Paenalcaligenes hominis	643674	species	2688496	3	1	0.0
Anaerostipes hadrus	649756	species	6345226	1	0	0.0
Desulfobacula toluolica Tol2	651182	strain	5197905	1	0	0.0
Desulfurispirillum indicum S5	653733	strain	2928377	3	3	0.0
Candidatus Liberibacter solanacearum CLso-ZC1	658172	strain	1258278	1	0	0.0
Cytobacillus oceanisediminis	665099	species	17083552	4	1	0.0
Phycisphaerae	666505	class	0	1	0	0.0
Microcoleus vaginatus PCC 9802	669365	strain	6698371	12	0	0.0
Candidatus Profftella armatura	669502	species	1394448	6	0	0.0
Oceanithermus profundus DSM 14977	670487	strain	2439291	2	2	0.0
Caldinitratiruptor microaerophilus	671077	species	3599694	2	2	0.0
Kinneretia	683756	genus	0	2	0	0.0
Shewanella dokdonensis	712036	species	4127406	1	1	0.0
Acetivibrio clariflavus DSM 19732	720554	strain	4897678	1	0	0.0
Cycloclasticus sp. PY97N	728003	species	2430152	8	0	0.0
Thermodesulfobium narugense DSM 14796	747365	strain	1898865	4	0	0.0
Azoarcus sp. KH32C	748247	species	5818755	1	0	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	1	0	0.0
Methylophaga nitratireducenticrescens	754476	species	3137100	7	0	0.0
Methylophaga frappieri	754477	species	2745290	11	0	0.0
Cyanobacterium aponinum PCC 10605	755178	strain	4176973	1	0	0.0
Herbaspirillum seropedicae SmR1	757424	strain	5513887	1	0	0.0
Acidovorax radicis	758826	species	4995154	46	0	0.0
Weissella ceti	759620	species	4135763	1	0	0.0
Brachyspira pilosicoli 95/1000	759914	strain	2586443	1	0	0.0
Sphaerochaeta coccoides DSM 17374	760011	strain	2227296	1	0	0.0
Hippea maritima DSM 10411	760142	strain	1694430	1	0	0.0
Frateuria aurantia DSM 6220	767434	strain	3603458	1	0	0.0
Desulfoscipio gibsoniae DSM 7213	767817	strain	4855529	1	1	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	1	1	0.0
Gemmatirosa kalamazoonensis	861299	species	7479215	1	0	0.0
Halobacteriovorax marinus SJ	862908	strain	3437906	3	0	0.0
Herbaspirillum huttiense	863372	species	11687370	2	0	0.0
Aerococcus urinae ACS-120-V-Col10a	866775	strain	2080974	1	0	0.0
Paenibacillus sp. IHB B 3084	867076	species	5884793	1	1	0.0
Marinithermus hydrothermalis DSM 14884	869210	strain	2269167	1	1	0.0
Caballeronia zhejiangensis	871203	species	7412165	1	0	0.0
Cupriavidus sp. USMAA2-4	876364	species	8698226	2	0	0.0
Enterobacter bugandensis	881260	species	48575088	1	1	0.0
Singulisphaera acidiphila DSM 18658	886293	strain	9755686	1	1	0.0
Methylovorus sp. MP688	887061	species	2862391	1	0	0.0
Kangiella geojedonensis	914150	species	2495242	1	0	0.0
Salinimonas lutimaris	914153	species	4123530	1	1	0.0
Desulfurispirillum indicum	936456	species	2952993	1	0	0.0
Massilia oculi	945844	species	5844653	4	0	0.0
Aeromonas rivipollensis	948519	species	4508901	2	0	0.0
Rubrivivax gelatinosus IL144	983917	strain	5043253	2	2	0.0
Christensenella	990721	genus	0	2	0	0.0
Yersinia enterocolitica subsp. palearctica 105.5R(r)	994476	strain	4621811	1	1	0.0
Candidatus Kinetoplastibacterium desouzaii	994692	species	0	1	0	0.0
Bacillus cereus C1L	1003239	strain	6047547	3	1	0.0
Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	strain	4674885	1	0	0.0
Fimbriimonas ginsengisoli	1005039	species	0	1	0	0.0
Collimonas fungivorans Ter331	1005048	strain	5186898	1	1	0.0
Taylorella asinigenitalis MCE3	1008459	strain	1638559	2	1	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	2	0	0.0
Ralstonia solanacearum Po82	1031711	strain	5430263	9	0	0.0
Clostridium sp. SY8519	1042156	species	2835737	1	1	0.0
Leptospirillum ferriphilum ML-04	1048260	strain	2406157	3	0	0.0
Burkholderia cenocepacia H111	1055524	strain	7714893	19	9	0.0
Caballeronia grimmiae	1071679	species	6650744	1	0	0.0
Pseudomonas putida B6-2	1081940	strain	6377271	2	2	0.0
Paenibacillus mucilaginosus 3016	1116391	strain	8739048	2	2	0.0
Thermoclostridium stercorarium subsp. stercorarium DSM 8532	1121335	strain	5944389	2	0	0.0
Thermoclostridium stercorarium subsp. thermolacticum DSM 2910	1121336	strain	3035622	1	0	0.0
Sphaerochaeta associata	1129264	species	3554903	202	180	0.0
Kangiella sediminilitoris	1144748	species	2496140	1	0	0.0
Synechococcus sp. PCC 7502	1173263	species	3583735	1	0	0.0
Burkholderia glumae AU6208	1176514	strain	6530819	39	11	0.0
Candidatus Vallotia cooleyia	1177211	species	1240189	5	4	0.0
Candidatus Vallotia tarda	1177213	species	1196295	1	0	0.0
Burkholderia sp. KBS0801	1179675	species	7381868	1	0	0.0
Granulosicoccus antarcticus IMCC3135	1192854	strain	7783862	1	0	0.0
Pseudomonas putida SJTE-1	1193499	strain	6077201	1	1	0.0
Cycloclasticus zancles 78-ME	1198232	strain	2655425	7	0	0.0
Bordetella parapertussis Bpp5	1208660	strain	4899574	2	2	0.0
