name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Symbiobacterium thermophilum IAM 14863	292459	strain	3566135	6	6	0.0
Laceyella	292635	genus	0	1	0	0.0
Flavonifractor plautii	292800	species	16772653	400	21	0.0
Denitratisoma oestradiolicum	311182	species	4293412	1	1	0.0
Pseudoalteromonas tunicata	314281	species	9926965	16	0	0.0
Gluconobacter albidus	318683	species	3369297	1	0	0.0
Corynebacterium cyclohexanicum	322009	species	4413566	1	1	0.0
Chloroflexus aurantiacus J-10-fl	324602	strain	5258541	1	0	0.0
Shewanella xiamenensis	332186	species	25430654	1	1	0.0
Rhodococcus qingshengii	334542	species	82998871	8	7	0.0
Candidatus Contubernalis alkalaceticum	338645	species	3558951	3	0	0.0
Paenibacillus polymyxa E681	349520	strain	16205942	1	1	0.0
Heliorestis convoluta	356322	species	3218981	2	1	0.0
Lachnoclostridium phytofermentans ISDg	357809	strain	4847594	3	0	0.0
Bifidobacterium adolescentis ATCC 15703	367928	strain	2089645	1	1	0.0
Halothermothrix orenii H 168	373903	strain	2578146	1	1	0.0
Candidatus Endoriftia	393764	genus	0	1	0	0.0
Adlercreutzia equolifaciens subsp. celatus	394340	subspecies	2929991	1	0	0.0
Faecalibacterium duncaniae	411483	species	3102523	1	0	0.0
Priestia aryabhattai	412384	species	21918959	11	0	0.0
Anaerocolumna cellulosilytica	433286	species	5430627	3	0	0.0
Peribacillus frigoritolerans	450367	species	51185915	1	0	0.0
Streptococcus pyogenes NZ131	471876	strain	1815785	1	0	0.0
Pelosinus sp. UFO1	484770	species	5115410	4	4	0.0
Desulfofarcimen acetoxidans DSM 771	485916	strain	4545624	1	0	0.0
Bacillus velezensis	492670	species	930239249	17	3	0.0
Haliangium ochraceum DSM 14365	502025	strain	9446314	1	0	0.0
Thermanaerovibrio acidaminovorans DSM 6589	525903	strain	1848474	2	0	0.0
Allochromatium tepidum	553982	species	3384614	1	0	0.0
Bacillus safensis	561879	species	53155270	7	7	0.0
Micrococcus yunnanensis	566027	species	2470932	1	0	0.0
Bacillus thuringiensis serovar kurstaki str. YBT-1520	570416	strain	13100949	1	0	0.0
Allochromatium vinosum DSM 180	572477	strain	3669074	1	0	0.0
Clostridium cellulovorans 743B	573061	strain	5262222	1	1	0.0
Christensenella minuta	626937	species	2969292	1	1	0.0
Bacillus subtilis subsp. natto BEST195	645657	strain	4111218	2	0	0.0
Solibacillus	648800	genus	0	1	0	0.0
Anaerostipes hadrus	649756	species	6345226	5	0	0.0
Desulfobacula toluolica Tol2	651182	strain	5197905	2	1	0.0
Paenisporosarcina	651660	genus	0	1	0	0.0
Desulfurispirillum indicum S5	653733	strain	2928377	1	1	0.0
Fimbriimonas ginsengisoli Gsoil 348	661478	strain	5231762	31	26	0.0
Cytobacillus oceanisediminis	665099	species	17083552	2	1	0.0
Bacillus amyloliquefaciens DSM 7 = ATCC 23350	692420	strain	3980199	1	1	0.0
Desulforamulus ruminis DSM 2154	696281	strain	3969014	59	28	0.0
Ruminococcus albus 7 = DSM 20455	697329	strain	4482087	1	0	0.0
Mageeibacillus indolicus UPII9-5	699246	strain	1809746	1	1	0.0
Selenomonas sp. oral taxon 136	713030	species	2458072	6	0	0.0
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	754258	strain	2324821	1	0	0.0
Cyanobacterium aponinum PCC 10605	755178	strain	4176973	1	0	0.0
Fluviicola taffensis DSM 16823	755732	strain	4633577	1	1	0.0
Weissella ceti	759620	species	4135763	2	0	0.0
Runella slithyformis DSM 19594	761193	strain	6919729	21	0	0.0
Streptococcus thermophilus ND03	767463	strain	1831949	1	1	0.0
Gemmatirosa kalamazoonensis	861299	species	7479215	5	5	0.0
Halobacteriovorax marinus SJ	862908	strain	3437906	1	0	0.0
Treponema succinifaciens DSM 2489	869209	strain	2897425	2	2	0.0
Desulfitobacterium dichloroeliminans LMG P-21439	871963	strain	3624449	1	1	0.0
Selenomonadales	909929	order	0	1	0	0.0
Negativicutes	909932	class	0	2	0	0.0
Jeotgalicoccus sp. ATCC 8456	946435	species	2090457	1	0	0.0
Aeromonas rivipollensis	948519	species	4508901	1	1	0.0
Christensenella	990721	genus	0	1	0	0.0
Bacillus cereus C1L	1003239	strain	6047547	16	5	0.0
Fimbriimonas ginsengisoli	1005039	species	0	1	0	0.0
Caldinitratiruptor	1006480	genus	0	1	0	0.0
Bacillus amyloliquefaciens XH7	1034836	strain	3939203	1	1	0.0
Bacillus sp. NSP9.1	1071078	species	4543164	1	0	0.0
Lactococcus lactis subsp. cremoris A76	1104322	strain	2577104	1	1	0.0
Mycolicibacter minnesotensis	1118379	species	4224047	1	1	0.0
Polycladomyces abyssicola	1125966	species	3197230	3	0	0.0
Limosilactobacillus mucosae LM1	1130798	strain	2434610	6	5	0.0
Synechococcus sp. PCC 7502	1173263	species	3583735	4	2	0.0
Bacillus zhangzhouensis	1178540	species	3284405	1	0	0.0
Micrococcus sp. KBS0714	1179670	species	2522703	1	0	0.0
Pseudoalteromonas shioyasakiensis	1190813	species	8353444	16	0	0.0
Bacillus subtilis subsp. subtilis str. BSP1	1192196	strain	4043754	1	1	0.0
Candidatus Kinetoplastibacterium galatii TCC219	1208921	strain	822140	1	1	0.0
Tepidanaerobacter acetatoxydans Re1	1209989	strain	5521119	2	0	0.0
Anaerostipes rhamnosivorans	1229621	species	3588860	1	0	0.0
Burkholderia thailandensis USAMRU Malaysia #20	1249667	strain	6684359	1	0	0.0
Burkholderia ubonensis MSMB22	1249668	strain	7189071	1	1	0.0
Psychrosphaera aestuarii	1266052	species	3049778	3	0	0.0
Mycolicibacterium sediminis	1286180	species	6250641	1	0	0.0
Anaerococcus obesiensis	1287640	species	1894618	3	0	0.0
Gordonia ajococcus	1292359	species	5090254	1	1	0.0
Intestinimonas butyriciproducens	1297617	species	6600981	1073	0	0.0
Bombilactobacillus bombi	1303590	species	1842084	2	0	0.0
Bifidobacterium animalis subsp. lactis KLDS2.0603	1316911	strain	1946899	6	6	0.0
Adlercreutzia equolifaciens DSM 19450	1384484	strain	2862526	1	0	0.0
Intestinimonas	1392389	genus	0	17	0	0.0
Bacillus thuringiensis Bt18247	1423143	strain	6138199	1	0	0.0
Bacillus thuringiensis HD1002	1452729	strain	6572702	1	0	0.0
Bacillus cereus D17	1454382	strain	5590358	2	0	0.0
Heyndrickxia vini	1476025	species	4309805	2	1	0.0
Lachnoclostridium	1506553	genus	0	1	0	0.0
Lawsonella clevelandensis	1528099	species	3775705	1	0	0.0
Ruthenibacterium lactatiformans	1550024	species	4419852	3	1	0.0
Acididesulfobacillus acetoxydans	1561005	species	4520225	1	0	0.0
Peptoniphilaceae	1570339	family	0	1	0	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	1	0	0.0
Hoeflea sp. IMCC20628	1620421	species	5119813	4	0	0.0
Zophobihabitans entericus	1635327	species	2666483	1	0	0.0
Paludibaculum	1649475	genus	0	2	0	0.0
Halobacteriovorax	1652133	genus	0	1	0	0.0
Mycobacterium sp. YC-RL4	1682113	species	6053985	1	0	0.0
Faecalibaculum rodentium	1702221	species	2542486	1	0	0.0
Clostridium thermarum	1716543	species	3805212	1	1	0.0
Tissierellales	1737405	order	0	3	0	0.0
Fischerella sp. NIES-3754	1752063	species	5826863	8	0	0.0
Leptolyngbya sp. NIES-3755	1752064	species	6761657	1	0	0.0
Glutamicibacter mishrai	1775880	species	3679307	2	0	0.0
Blautia pseudococcoides	1796616	species	10626947	1	0	0.0
Bacillus sp. FJAT-14266	1837130	species	4109356	1	0	0.0
Acinetobacter portensis	1839785	species	3031071	1	0	0.0
Anaerocolumna	1843210	genus	0	1	0	0.0
Mycolicibacterium	1866885	genus	0	1	0	0.0
Vaginimicrobium propionicum	1871034	species	2010679	1	1	0.0
Candidatus Planktophila lacus	1884913	species	4254980	91	0	0.0
Aphanizomenonaceae	1892259	family	0	1	0	0.0
Hapalosiphonaceae	1892263	family	0	1	0	0.0
Raoultibacter timonensis	1907662	species	8033523	2	0	0.0
Blautia argi	1912897	species	3297975	1	0	0.0
Nodularia spumigena UHCC 0039	1914872	strain	5386612	8	0	0.0
Flintibacter	1918454	genus	0	18	0	0.0
Calothrix sp. NIES-2098	1954171	species	8878628	8	0	0.0
Bacillus tropicus	2026188	species	34152696	2	0	0.0
Kaistella flava (ex Peng et al. 2021)	2038776	species	3716699	1	0	0.0
Actinomyces wuliandei	2057743	species	3107761	1	0	0.0
Shewanella sp. Pdp11	2059264	species	4973697	2	2	0.0
Corynebacterium gerontici	2079234	species	2263210	4	4	0.0
Actinomyces sp. oral taxon 897	2081702	species	3249416	1	0	0.0
Christensenella sp. Marseille-P3954	2086585	species	2422126	3	3	0.0
Dysosmobacter welbionis	2093857	species	3576111	1467	826	0.0
Synechocystis sp. IPPAS B-1465	2116702	species	3950993	1	0	0.0
Dialister massiliensis	2161821	species	2320245	3	0	0.0
Dechloromonas sp. HYN0024	2231055	species	3258300	2	0	0.0
Planococcus halotolerans	2233542	species	3519247	3	0	0.0
Runella rosea	2259595	species	7162093	55	24	0.0
Clostridium manihotivorum	2320868	species	6364326	1	1	0.0
Chryseolinea soli	2321403	species	8241389	20	0	0.0
Staphylospora marina	2490858	species	2751094	2	0	0.0
Caproiciproducens sp. NJN-50	2507162	species	3308050	147	114	0.0
Lentibacillus sp. CBA3610	2518176	species	4035571	2	2	0.0
Thermaerobacter sp. FW80	2546351	species	3039102	2	0	0.0
Ruminococcus bovis	2564099	species	2440231	2	1	0.0
Caloramator sp. E03	2576307	species	2984770	1	0	0.0
Caproicibacter fermentans	2576756	species	3947358	94	62	0.0
Dialister hominis	2582419	species	2407548	2	0	0.0
Microvenator marinus	2600177	species	5847748	1	0	0.0
Hypericibacter adhaerens	2602016	species	5865246	1	1	0.0
Flintibacter sp. KGMB00164	2610895	species	2917795	247	128	0.0
Dechloromonas sp. TW-R-39-2	2654218	species	3462267	16	0	0.0
Calotrichaceae	2661849	family	0	1	0	0.0
Caproicibacterium lactatifermentans	2666138	species	3870157	2	0	0.0
Intestinibaculum	2679910	genus	0	1	0	0.0
Novosphingobium decolorationis	2698673	species	4750375	5	2	0.0
Adlercreutzia hattorii	2707299	species	2908404	1	0	0.0
Microbacterium sp. Se63.02b	2709304	species	4082358	1	0	0.0
Bacillus sp. KH172YL63	2709784	species	4251700	4	0	0.0
Vescimonas fastidiosa	2714353	species	2504406	452	101	0.0
Vescimonas coprocola	2714355	species	2557760	772	571	0.0
Pusillibacter faecalis	2714358	species	3407680	3440	2002	0.0
Teredinibacter purpureus	2731756	species	4893080	1	0	0.0
Gemmatimonas groenlandica	2732249	species	5179092	1	1	0.0
Synechocystis sp. PCC 7338	2732530	species	3832803	1	0	0.0
Natranaerofaba carboxydovora	2742683	species	3264732	2	2	0.0
Peptacetobacter	2743582	genus	0	1	0	0.0
Actinomyces respiraculi	2744574	species	2912106	2	2	0.0
Nodularia sphaerocarpa UHCC 0038	2761619	strain	5451672	8	0	0.0
Fulvivirgaceae	2762286	family	0	1	0	0.0
Simiaoa sunii	2763672	species	3572951	74	55	0.0
Caproicibacterium amylolyticum	2766537	species	2996201	6	1	0.0
Microbacterium sp. Nx66	2766784	species	3457093	1	0	0.0
Mycoplasmopsis	2767358	genus	0	1	0	0.0
Chryseobacterium sp. FDAARGOS 1104	2778077	species	3699485	1	0	0.0
Solibaculum mannosilyticum	2780922	species	2541474	8	6	0.0
Synechocystis sp. PCC 7339	2782213	species	3876863	1	0	0.0
Koleobacter	2786989	genus	0	1	0	0.0
Actinomyces sp. HMT897	2789424	species	3281265	1	0	0.0
Jatrophihabitantaceae	2805416	family	0	1	0	0.0
Desulfoluna sp. ASN36	2810562	species	6263790	1	0	0.0
Arthrobacter polaris	2813727	species	4172959	1	0	0.0
Psychrosphaera ytuae	2820710	species	3331814	3	0	0.0
Pseudoalteromonas sp. SCSIO 43088	2822846	species	4801583	16	0	0.0
Pseudoalteromonas sp. SCSIO 43101	2822847	species	4546505	16	0	0.0
Candidatus Thiothrix anitrata	2823902	species	3546315	1	0	0.0
Tessaracoccus sp. J1M15	2829499	species	3204344	4	0	0.0
Arthrobacter sp. StoSoilB13	2830993	species	4956288	1	1	0.0
Ruminococcus sp. FMBCY1	2831966	species	2375995	8	3	0.0
Caproicibacterium	2834348	genus	0	2	0	0.0
Allobaculum mucolyticum	2834459	species	3144153	1	0	0.0
Nocardioides sp. LMS-CY	2840457	species	5399158	2	2	0.0
Pseudarthrobacter sp. L1SW	2851598	species	4096555	1	1	0.0
Allobaculum sp. Allo2	2853432	species	2728410	2	1	0.0
Halomonas sp. 18071143	2855441	species	3863061	1	1	0.0
Mycobacterium sp. SMC-8	2857060	species	6882089	1	0	0.0
Nocardioides coralli	2872154	species	3527132	1	0	0.0
Blautia sp. NBRC 113351	2877527	species	6247046	1	0	0.0
Arthrobacter sp. FW305-BF8	2879617	species	5113695	1	0	0.0
Bacillus sp. CMF12	2884834	species	5298346	5	0	0.0
Vescimonas	2892396	genus	0	24	0	0.0
Pseudomonas oryziphila	2894079	species	6049604	1	1	0.0
Nocardioides sp. B-3	2895565	species	4483534	2	2	0.0
Lysinibacillus sp. GJ-1	2896845	species	4692309	17	3	0.0
Spirosomaceae	2896860	family	0	2	0	0.0
Pseudoalteromonas sp. KAN5	2916633	species	3899889	16	0	0.0
Mesomycoplasma	2923352	genus	0	1	0	0.0
Faecalibacterium sp. IP329	2929489	species	3002063	1	0	0.0
Faecalibacterium sp. I2392	2929490	species	2963404	1	0	0.0
Bacillus sp. H8-1	2930532	species	5316814	1	1	0.0
Fructobacillus sp. KI3_B9	2940302	species	1414204	1	1	0.0
Microvenator	2946507	genus	0	1	0	0.0
