name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Fimbriimonas ginsengisoli Gsoil 348	661478	strain	5231762	1	0	0.0
Caldinitratiruptor microaerophilus	671077	species	3599694	2	2	0.0
Pseudanabaena sp. ABRG5-3	685565	species	5657972	1	0	0.0
Actinomyces sp. oral taxon 414	712122	species	3836419	1	0	0.0
Pseudoxanthomonas suwonensis 11-1	743721	strain	3419049	1	1	0.0
Weissella ceti	759620	species	4135763	1	0	0.0
Haliscomenobacter hydrossis DSM 1100	760192	strain	8771651	1	1	0.0
Negativicutes	909932	class	0	1	0	0.0
Cronobacter sakazakii SP291	956149	strain	4518784	1	1	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	1	0	0.0
Pseudomonas putida B6-2	1081940	strain	6377271	1	0	0.0
Thermoclostridium stercorarium subsp. stercorarium DSM 8532	1121335	strain	5944389	2	0	0.0
Thermoclostridium stercorarium subsp. thermolacticum DSM 2910	1121336	strain	3035622	1	0	0.0
Sphaerochaeta associata	1129264	species	3554903	30	27	0.0
Stenotrophomonas maltophilia D457	1163399	strain	4769156	6	0	0.0
Synechococcus sp. PCC 7502	1173263	species	3583735	1	0	0.0
Pseudomonas resinovorans NBRC 106553	1245471	strain	6484828	1	0	0.0
Anaplasma ovis str. Haibei	1248439	strain	1214674	1	0	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	1	1	0.0
Frischella perrara	1267021	species	2692351	1	0	0.0
Peptoclostridium acidaminophilum DSM 3953	1286171	strain	3055036	1	1	0.0
Dokdonella koreensis DS-123	1300342	strain	4446619	1	1	0.0
Meiothermus taiwanensis WR-220	1339250	strain	3073341	1	0	0.0
Pseudomonas sp. HN11	1344094	species	6273117	1	1	0.0
Thermoclostridium stercorarium subsp. leptospartum DSM 9219	1346611	strain	3148357	1	0	0.0
Geosporobacter ferrireducens	1424294	species	5817221	1	0	0.0
Chenggangzhangella methanolivorans	1437009	species	5542510	1	1	0.0
Pseudomonas chlororaphis subsp. piscium	1513890	subspecies	84299126	1	1	0.0
Tissierellales	1737405	order	0	1	0	0.0
Rhodanobacteraceae	1775411	family	0	1	0	0.0
Enterobacter roggenkampii	1812935	species	160561300	3	3	0.0
Crassaminicella	1848399	genus	0	1	0	0.0
Halothiobacillus sp. LS2	1860122	species	2908964	1	0	0.0
Synechococcales	1890424	order	0	1	0	0.0
Chroococcidiopsidaceae	1890528	family	0	1	0	0.0
Stenotrophomonas sp. LM091	1904944	species	4317450	1	0	0.0
Boudabousia tangfeifanii	1912795	species	2207832	1	0	0.0
Stenotrophomonas sp. WZN-1	2005046	species	4512703	40	0	0.0
Francisella adeliensis	2007306	species	4108321	2	0	0.0
Ahniella affigens	2021234	species	6120935	2	0	0.0
Stenotrophomonas indicatrix	2045451	species	9255216	4	3	0.0
Bacillus sp. Lzh-5	2049935	species	4024750	1	1	0.0
Corynebacterium gerontici	2079234	species	2263210	1	1	0.0
Pseudomonas sp. SWI6	2083051	species	5652054	1	1	0.0
Christensenella sp. Marseille-P3954	2086585	species	2422126	2	0	0.0
Colwellia sp. Arc7-D	2161872	species	4305442	1	1	0.0
Pseudomonas sp. SXM-1	2169583	species	7226716	4	3	0.0
Miniimonas sp. S16	2171623	species	3772642	1	0	0.0
Thermodesulfobacterium sp. TA1	2234087	species	1829881	1	1	0.0
Stenotrophomonas sp. ASS1	2282124	species	4564481	10	0	0.0
Stenotrophomonas sp. G4	2303750	species	4477485	4	0	0.0
Aminipila luticellarii	2507160	species	2750839	1	0	0.0
Cohnella abietis	2507935	species	7059027	1	0	0.0
Symmachiella dynata	2527995	species	7767809	1	1	0.0
Pseudomonas sp. S150	2559074	species	6304843	1	1	0.0
Stenotrophomonas sp. PAMC25021	2565559	species	4727871	45	0	0.0
Francisella sp. Scap27	2589986	species	1967290	1	0	0.0
Radiobacillus deserti	2594883	species	3615398	1	0	0.0
Methylobacterium sp. WL1	2603276	species	6251194	1	1	0.0
Pseudomonas lalkuanensis	2604832	species	11894179	1	0	0.0
Nitrincola iocasae	2614693	species	4172991	1	1	0.0
Pseudomonas sp. SCB32	2653853	species	6311241	1	0	0.0
Pseudomonas bijieensis	2681983	species	13399316	3	2	0.0
Stenotrophomonas sp. SXG-1	2682487	species	4534602	6	0	0.0
Spartinivicinus ruber	2683272	species	6687090	5	5	0.0
Stenotrophomonas sp. 364	2691571	species	4843584	1	0	0.0
Aminipila terrae	2697030	species	3512404	1	0	0.0
Gilliamella sp. ESL0441	2704654	species	2754041	1	0	0.0
Gilliamella sp. ESL0443	2704655	species	2404493	1	0	0.0
Pseudomonas sp. MTM4	2705472	species	4694626	1	1	0.0
Bacillus sp. KH172YL63	2709784	species	4251700	1	0	0.0
Pusillibacter faecalis	2714358	species	3407680	1	1	0.0
Lysobacter sp. HDW10	2714936	species	2177853	2	1	0.0
Actinomyces faecalis	2722820	species	2701426	2	2	0.0
Thiothrix subterranea	2735563	species	4077558	1	0	0.0
Stenotrophomonas sp. NA06056	2742129	species	4519894	1	0	0.0
Pseudomonas kermanshahensis	2745482	species	5973289	3	0	0.0
Pseudomonas zarinae	2745498	species	6551245	1	1	0.0
Streptomyces sp. Rer75	2750011	species	10474412	2	2	0.0
Changpingibacter yushuensis	2758440	species	2661583	1	0	0.0
Devosia sp. MC521	2759954	species	3780495	2	2	0.0
Lysobacter sp. CW239	2762611	species	3043165	1	0	0.0
Lysobacter solisilvae	2763317	species	3933292	1	0	0.0
Stenotrophomonas sp. 169	2770322	species	4157065	1	1	0.0
Xanthomonas hydrangeae	2775159	species	16121511	3	2	0.0
Bacillus sp. A1(2020)	2789210	species	4096172	1	0	0.0
Lysobacter arenosi	2795387	species	3947892	1	0	0.0
Luteimonas sp. MC1750	2799326	species	2990802	1	0	0.0
Terrisporobacter sp. MCA3	2813371	species	4116837	1	0	0.0
Lysobacter luteus	2822368	species	2768593	1	0	0.0
Photobacterium sp. GJ3	2829502	species	5310201	1	0	0.0
Pseudomonas nanhaiensis	2830842	species	3653147	1	1	0.0
Pseudomonas sp. ERGC3:05	2866386	species	6496199	1	1	0.0
Cardiobacterium sp. Marseille-Q4385	2866573	species	2627365	4	0	0.0
Pseudomonas sp. SC3(2021)	2871493	species	6255857	3	1	0.0
Pseudomonas sp. HS-18	2879114	species	6594953	1	0	0.0
Pseudanabaenales	2881377	order	0	1	0	0.0
Thermostichaceae	2881384	family	0	1	0	0.0
Thiothrix litoralis	2891210	species	4284843	1	0	0.0
Pseudomonas sp. B21-056	2895495	species	6448716	5	0	0.0
Lysobacter sp. 5GHs7-4	2904253	species	4709885	2	0	0.0
Shewanella sp. OM3-2	2908650	species	4092736	1	0	0.0
Desulforamulus	2916693	genus	0	1	0	0.0
Tepidibacter sp. 8C15b	2925782	species	3666533	1	0	0.0
Stenotrophomonas sp. NY11291	2939415	species	4961805	9	1	0.0
Stutzerimonas frequens	2968969	species	18026985	2	0	0.0
Pseudomonas sp. LS1212	2972478	species	5689345	2	1	0.0
Pseudomonas sp. GCEP-101	2974552	species	6229841	3	0	0.0
